id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	sumUniPeps	sumPSMs	countNum
O95067	G2/mitotic-specific cyclin-B2 OS=Homo sapiens OX=9606 GN=CCNB2 PE=1 SV=1	54C	233.7	354.5	504	330.2	345.3	486.8	407.7	367.5	498.7	8	9	8
P09104	Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	54C	1103	882.5	1204.7	1210.6	813.9	1114	825.5	1335.1	1245.6	12	112	13
O75223	Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1	54C	2302.7	1842.8	2862.2	2434.8	1605.7	2357.1	1544.2	2560.4	2740	10	32	13
P13284	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3	54C	136.2	119.3	158.1	125.9	116.3	126.3	101.1	128.6	130.4	4	7	4
O76070	Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2	54C	1152.8	866.8	1314.5	1291.1	907.1	1392.2	988.5	1662	1647.1	9	23	10
P17900	Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	54C	619.6	456.7	693.2	732.6	473.6	707.2	457.2	721.5	773.3	6	10	5
O60547	GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1	54C	689.6	592.2	957.2	903	605.6	907.6	532.6	956.6	994.8	11	19	12
O75496	Geminin OS=Homo sapiens OX=9606 GN=GMNN PE=1 SV=1	54C	449.3	784.9	1227	823.6	746.2	1160.4	726.5	870.6	1185.3	6	18	8
P18074	General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1	54C	57.7	54.6	81.9	108.3	47.3	76.7	62.7	101.5	86.1	4	4	3
P13984	General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2	54C	346.1	350.9	445.3	415.4	392.9	405	385	413.3	409.1	9	13	8
O95749	Geranylgeranyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=GGPS1 PE=1 SV=1	54C	443.5	333.8	547.6	472.7	329.6	474	266.2	462	535.3	8	10	8
O60234	Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1	54C	156	145.6	174	191.2	145	182.9	195.9	263.3	237.8	2	8	2
P00367	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	54C	3468.9	2747	4111.4	3691.8	2488.5	3609.5	2319.8	3841.6	3756.2	7	74	28
P15104	Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4	54C	568.8	788.9	1004.7	820.2	826.4	1081.8	1072.1	1096.2	1252.8	11	24	13
O43716	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Homo sapiens OX=9606 GN=GATC PE=1 SV=1	54C	109.1	115.1	146.6	154	128.8	146.2	145.7	161.9	147.6	5	7	4
O76003	Glutaredoxin-3 OS=Homo sapiens OX=9606 GN=GLRX3 PE=1 SV=2	54C	516.1	662.1	706.9	659.9	681.3	681.5	790.5	760.9	863.5	11	24	10
O43813	Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	54C	1469.5	1236.5	1700.4	1773.9	1182.3	1637.4	1065.4	1850.2	1602.4	12	28	12
P21266	Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3	54C	25.3	26.6	26.1	30.9	28.9	31.1	43.1	39.1	24.9	2	3	1
P13807	Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2	54C	297.4	425.1	543.5	378.1	367.2	480.6	387.2	465.9	557.3	12	14	8
O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	54C	71.9	97.4	89.6	96.5	93.4	103.8	130.3	91.1	108.4	4	4	3
A4D1E9	GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1	54C	81.2	87.6	91.2	91.6	81.8	74.8	84.4	81.3	75.1	1	1	1
P01111	GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1	54C	478.5	448.1	546.7	558.5	452.4	522.1	443.7	566.1	515.2	4	13	6
P08754	Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3	54C	591.2	785.9	606.1	644.4	856.1	586.4	1016.2	812.8	577.2	4	14	9
O60832	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	54C	399.4	542.4	508.4	482.6	615.2	452.9	587.5	501.7	489.1	11	13	9
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	54C	711.9	748.6	884.9	798.2	620.9	753.5	700.8	849.9	892.6	15	25	14
P04792	Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	54C	443.2	469	483.6	431.6	469.4	441.5	519.9	403.6	452.4	11	21	11
P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	54C	7057.7	9192.5	8659.1	8203.5	9440.1	8679.4	12742.8	9146.5	10794.7	14	327	58
P14317	Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3	54C	1496.7	1083.6	1758.6	1850.3	1084.4	1620.8	929	1994.1	1554.2	13	29	14
O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	54C	178.2	217.4	182.2	146.6	244.2	146.8	295.3	178.2	174.9	7	7	6
P09651	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	54C	653.8	782.5	669.9	654.5	828.6	625.8	1185.5	821.6	733	7	46	13
P14866	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	54C	232	295.8	270.8	242.7	289.6	261.5	506.9	282.4	337.7	11	21	11
O43390	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	54C	79.6	104	90	82.8	107.4	91.8	174.7	96.8	117.5	7	23	5
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	54C	823.2	870.1	931.8	796.5	906.7	841.3	1195.6	968.2	847	11	35	16
P09429	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	54C	2389.6	2164.8	2824.5	2812.6	2221	2677.2	2360.1	3173.6	3021	6	84	9
O15347	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	54C	806.6	736.3	879.5	938.2	672.8	875.3	738.8	972.1	994.6	6	26	8
P12081	Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2	54C	1788.6	1186.4	1614.1	1771.1	1011.8	1634.7	1205.5	2070.8	2079.8	11	39	19
O14929	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2	54C	221.8	324.4	255.2	289.1	330.6	301.7	530	285	325.1	8	13	9
O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	54C	124.6	194.9	136.9	108.9	256	127.8	318	130.4	132.8	4	6	3
O43719	HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1	54C	598.5	626	519.2	503.7	592.3	472.4	685.3	544.9	439.9	15	20	12
O75146	Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2	54C	8	11.8	11.8	11.8	8.6	13.9	18.2	10.8	15.5	2	3	1
P00492	Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	54C	1236.9	1147.5	1710.8	1631.3	1052.8	1716	1037.9	1759.9	1956.3	10	39	17
O00629	Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	54C	582.9	667.4	707.8	627.2	656.4	710	773.6	720.3	713.7	6	31	7
O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	54C	626.7	723.6	762.6	705.7	723.1	713.4	828.7	741.8	708.9	6	21	11
O60684	Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1	54C	145.7	177	196.1	165.1	183.3	184.4	267.7	186.8	182.3	7	11	9
O95373	Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1	54C	460.5	427.7	648.1	604.3	511.5	612.1	812.7	648.2	747.3	19	32	17
O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3	54C	2595.3	2118.9	3153.4	3150.3	2091.9	3174.6	2217.3	3431.4	3363.8	38	56	34
P14735	Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4	54C	501.9	545.3	619.4	593.7	503.8	596.2	610.9	662.1	670.1	18	19	11
O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	54C	189.7	233	224.7	201.7	252.2	210.5	386.7	232.9	245.7	10	14	9
P08648	Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	54C	330.3	422.8	359.1	405.8	450.6	337.7	557.6	491.5	326	7	10	5
P05362	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	54C	580.5	596.7	666.7	669.7	556.4	606.4	661.2	662.8	596.7	11	21	9
O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1	54C	69.8	95.5	93.7	88.8	89.9	97.5	144	103.4	111.4	2	2	2
O75874	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	54C	3792.9	2905.4	4079.5	4349.2	2824.4	4102.6	2676.1	4768.8	4500.5	19	88	25
O60271-2	Isoform 2 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9	54C	1530.9	1505.5	1626.5	1552.4	1503.9	1536.3	1747.8	1693.9	1821.9	26	37	29
P26358-2	Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1	54C	1651	1543.8	2555.3	2149	1785.1	2632.6	1869.4	2196.7	2709.2	41	59	31
P13674-2	Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1	54C	493.9	478.3	479	414.4	521.8	376.9	459.7	389.3	363.3	1	13	11
O94925-3	Isoform 3 of Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS	54C	110.2	106.5	122.6	130	104.3	135.1	168.6	144.4	156	8	11	5
P25791-3	Isoform 3 of Rhombotin-2 OS=Homo sapiens OX=9606 GN=LMO2	54C	193.2	164.6	207.1	196.3	189.5	204.4	212.8	213.5	209.2	2	4	2
O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7	54C	1404.5	1475.7	2032.6	1922.1	1348	2052.4	1396.9	2033.5	2160	13	50	17
O14617-5	Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1	54C	71	89	82.2	82.4	105.3	82.4	126.9	75.1	84.1	7	7	4
P14618-2	Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM	54C	67	72.9	98.1	93.7	70.2	108.5	69.4	110.2	108.5	2	264	3
P09496-2	Isoform Non-brain of Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA	54C	1619.7	1410.7	1950.4	2098	1312.4	1971.6	1282.3	2082.9	2021.5	12	36	14
P09497-2	Isoform Non-brain of Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB	54C	909.4	683.3	1092.6	1121.8	676.9	1051.5	691.2	1192.4	1210.4	7	17	7
O75449	Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens OX=9606 GN=KATNA1 PE=1 SV=1	54C	148.6	142.3	180.4	174.8	152	177.2	153.7	193	177.5	4	6	4
O14777	Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1	54C	345.9	424	393.1	402.8	466.9	394.9	555.5	434.2	432.6	11	14	9
P20700	Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	54C	1481.6	1514.4	1590.1	1553	1519.6	1612.8	1634	1773.4	1753.7	22	39	24
P09960	Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	54C	804	801.2	1020.1	1085.7	787	1064.9	940.2	1143.9	1160.6	16	26	15
P11182	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3	54C	384.2	323.8	477.7	499.5	286.1	487.3	294	547	609.5	8	11	6
O43766	Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=3	54C	138.8	138.6	187.2	199.1	135	193.8	131.8	205.4	202.3	5	5	4
P24666	Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3	54C	173.2	182.9	185.9	195.8	176	163.3	235.5	205.1	191.5	2	11	5
O95232	Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2	54C	750.3	1242	930.5	797.5	1403.2	822.4	1582.7	928.2	829.4	13	20	12
P05455	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	54C	2211.4	2490.2	2243	2587.3	2723.5	2303.6	3231.6	2964.6	2740.4	20	56	24
P10253	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4	54C	447.6	367.3	526.7	499.5	343	538.7	364.9	564.5	575.8	8	14	9
O00754	Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	54C	1250.9	1087.5	1445.6	1451.8	948.2	1388.9	938.5	1400.7	1393.4	16	30	16
P10619	Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2	54C	761.2	620.2	852	780.1	498	702.7	453.6	812.1	705.3	5	13	5
P14174	Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	54C	102.9	109.5	123.1	176.3	87.2	138	90.4	147.7	153.1	5	13	4
O43708	Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3	54C	488.2	369	513.1	536.2	353.6	499.7	322.7	530.8	481.4	4	11	4
O95822	Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=MLYCD PE=1 SV=3	54C	464.7	445.4	569.3	620.6	407.2	606.8	458.4	619.4	614.8	10	14	8
C9JLW8	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	54C	412.8	337	428.6	464	305.1	412.9	342.6	519.1	426.5	4	9	4
O60732	Melanoma-associated antigen C1 OS=Homo sapiens OX=9606 GN=MAGEC1 PE=1 SV=3	54C	54.6	56.7	77.2	70.6	63.9	80	78.7	78	82.3	3	3	2
O95983	Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1	54C	148.8	256.3	147	115.7	300.1	123.7	377.5	127	118.3	5	7	4
P22033	Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens OX=9606 GN=MMUT PE=1 SV=4	54C	105.3	127.8	122.1	150.5	137	157.6	240.1	166.1	165.6	7	8	6
P22670	MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2	54C	360.9	345.6	356.3	355.4	353.8	345.1	332.7	376.2	346.9	8	10	6
O43805	Microtubule nucleation factor SSNA1 OS=Homo sapiens OX=9606 GN=SSNA1 PE=1 SV=2	54C	294.8	246	267.2	230.7	221.7	197.2	209.3	214.6	183.3	4	4	4
O43615	Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2	54C	473.1	498.8	459.9	435.9	483	435.4	675	475.2	501.3	16	21	15
O60220	Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1	54C	589.2	545.4	752.2	701.2	512.2	698.4	527.6	700.4	741.2	4	15	6
O43318	Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens OX=9606 GN=MAP3K7 PE=1 SV=1	54C	46.1	52.5	68.6	76.9	59.8	63	68.8	60.5	75.6	4	5	3
O43684	Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	54C	1465.6	1319.6	1788.5	1740.2	1211.1	1693.4	1201.9	1786.2	1742.4	13	50	17
O43683	Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens OX=9606 GN=BUB1 PE=1 SV=1	54C	134.8	154.8	160.6	164.3	140.1	181.7	171.5	177.2	225.3	3	4	3
P26038	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	54C	2453.2	2569.7	2744	2762	2611.3	2689.8	3237.3	2970.1	2917.1	23	123	48
O96007	Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1	54C	333.7	299.5	417.4	391.5	301.5	441.2	302.2	420.2	525.3	6	10	6
O96033	Molybdopterin synthase sulfur carrier subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1	54C	163.1	177.1	227.7	213	162.1	228.5	154.9	231.3	226	4	4	4
O60942	mRNA-capping enzyme OS=Homo sapiens OX=9606 GN=RNGTT PE=1 SV=1	54C	9	12.8	13.6	10	16	8.6	28.5	11.7	12.5	2	2	1
O60568	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Homo sapiens OX=9606 GN=PLOD3 PE=1 SV=1	54C	844.5	982.5	842	892	954.7	760	1046.3	964.3	752.8	13	20	12
P12829	Myosin light chain 4 OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=3	54C	1363.3	1270.4	1745.3	1697	1180.2	1731.5	1241.4	1685.9	1811.3	8	32	10
P14649	Myosin light chain 6B OS=Homo sapiens OX=9606 GN=MYL6B PE=1 SV=1	54C	378.1	339.4	425.4	445.9	337.8	431.1	344.2	485.7	440.1	5	20	4
O14950	Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	54C	911.4	979.1	875	803.8	951.6	818.6	1066.4	891.8	727	8	29	14
O95865	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens OX=9606 GN=DDAH2 PE=1 SV=1	54C	571.3	454.1	590.4	644	434.9	519.4	460.2	653.3	564	7	11	7
P15586	N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	54C	1857.7	1479.9	2238.7	2210.6	1376.5	2173.2	1311.8	2344.6	2276.8	12	31	14
P23368	NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1	54C	309.8	272.5	373	410.2	259.6	362.5	284.9	394.9	371.6	7	11	6
A1L188	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8 OS=Homo sapiens OX=9606 GN=NDUFAF8 PE=1 SV=1	54C	117.5	109.8	139.9	122.4	96.9	129	99.6	124.5	140.1	2	2	2
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3	54C	159.1	115	162.5	180.9	118.5	159.8	174.2	207.6	180.4	4	7	3
O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3	54C	266.5	503.3	262.2	281.6	571.1	250.3	632.9	320.6	269.4	4	7	4
P19404	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2	54C	1559.4	1051.6	1500.1	1581.4	1004.8	1340.9	918.4	1728.6	1384.5	9	21	8
O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2	54C	435.4	529	418.9	452.8	560.5	399.7	718.3	501.6	437.9	7	11	7
O75489	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1	54C	281	326.4	265.9	278.7	391.2	252.1	415.9	311.9	274.6	7	14	6
O75251	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=3	54C	87.5	88.6	81.3	89.7	90.2	96.1	148.5	91.9	96.7	2	2	2
O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1	54C	169.5	203.7	139.6	135	216.9	123.4	291.8	150.2	147.6	3	4	3
O75113	NEDD4-binding protein 1 OS=Homo sapiens OX=9606 GN=N4BP1 PE=1 SV=4	54C	24.4	33.5	35.9	45.8	26.4	48.1	23.5	41.2	56.4	3	3	1
O60934	Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1	54C	253.6	206.5	279.6	252.9	205.3	257.6	260.6	262.2	294.7	6	6	6
P05114	Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3	54C	2093.2	2269.6	1924.9	1995.1	2255.7	1708.1	2369.6	2243.5	1548.5	5	31	7
P23497	Nuclear autoantigen Sp-100 OS=Homo sapiens OX=9606 GN=SP100 PE=1 SV=3	54C	1000.5	873.9	902.4	989.1	823.3	849.7	886.7	1081.8	874.5	9	27	13
P08651	Nuclear factor 1 C-type OS=Homo sapiens OX=9606 GN=NFIC PE=1 SV=2	54C	451.1	464.6	336.4	475.9	415.9	321.5	399.6	529.5	311	3	6	3
O75694	Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1	54C	219.3	281.6	270.5	291.7	270.4	314.6	413.3	310.4	307.4	13	15	11
O75376	Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2	54C	303.9	305	343.5	360.5	273.4	357.5	332.5	373.4	379.8	8	14	7
P12270	Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3	54C	5034.5	4799.6	5817.5	5315.4	4874.9	5198.9	5162.1	5504.7	5687.7	89	157	86
P04181	Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1	54C	1574.9	1341.4	1665.8	2572.6	1372.8	1968.1	1256.1	2197.1	1930.2	17	48	19
P22059	Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1	54C	248.3	288.1	271	253	342.2	258.8	379.7	299.9	328.8	11	12	8
O75781	Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2	54C	636.4	507.4	701.7	769.8	461.4	693.7	398	734.9	772	12	18	11
O75475	PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1	54C	931	840.5	913.8	852.7	882.8	753.5	838.8	948	794.8	14	28	11
O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	54C	2804.8	2553.4	3292.8	3291	2340.9	3105.3	2509.1	3472	3126.3	17	67	20
O14908	PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2	54C	66.3	88.1	65	77.2	120	78.2	152.9	73.3	77	6	7	4
P23284	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2	54C	819.1	1172	920.2	983.7	1338.8	892.1	1594.5	1043.6	869.3	11	37	12
O43447	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1	54C	244.8	292.8	257.8	267	307.4	264.6	442.2	294.8	308.8	6	16	5
O60664	Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	54C	3626.6	3429.2	3797.9	3591.3	3486.6	3914.3	3577.5	3624.5	4231.1	14	109	26
O75381	Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1	54C	220.7	405.7	228.2	208.4	509.2	225.8	641.4	231.6	197.6	8	11	6
O95571	Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2	54C	548.2	445.5	606.5	618.4	403.6	582.5	395.3	624.7	601.7	6	8	6
O00541	Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1	54C	105.9	181.4	135.5	101	266	127.6	307.5	122.7	136.9	3	5	3
O94880	PHD finger protein 14 OS=Homo sapiens OX=9606 GN=PHF14 PE=1 SV=3	54C	102.6	122.1	129.3	118.8	121	132.7	123	128.5	118.4	4	6	4
O15357	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens OX=9606 GN=INPPL1 PE=1 SV=2	54C	127.3	116.1	150.1	136.1	109.8	145.9	129.7	150.9	147.7	3	3	3
P00558	Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	54C	8315	7670.8	9658.9	9876.1	7252.3	9862.8	7813.7	10622.2	10694.7	24	247	41
P18669	Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2	54C	4705.8	4094.4	6382	5885.6	3987.8	6059.5	3841.8	6117.8	6998.5	4	116	22
O15305	Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1	54C	820	741.2	948	1035.6	723.6	894.7	746.6	1071.8	991.4	10	18	12
O60256	Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	54C	747.7	654.6	976.3	940.1	632.9	931	652.5	994.5	1005.7	15	27	16
O15067	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	54C	487	574.2	639.7	604.4	564.3	653.6	730.5	602.4	713	21	32	19
O00625	Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	54C	53.4	43.1	63.2	67.6	41	75.4	49.2	61.6	67.9	4	10	2
P20020	Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4	54C	994.2	1146.3	1151.7	1143.7	1287.7	1039.5	1582.5	1335.3	1048.7	8	27	15
